id,timestamp,type,lat,lon,duration,nearest_sensor_id,dist_km
16917059,2017-01-01 00:24:00,1183-Trfc Collision-Unkn Inj,37.32351,-121.940596,3.0,400951,0.18238384295211182
16917060,2017-01-01 00:23:00,1183-Trfc Collision-Unkn Inj,37.2916,-121.93686,55.0,400298,0.1953035458203846
16917069,2017-01-01 00:36:00,1125-Traffic Hazard,37.335853,-122.058728,6.0,407331,0.06385780895925605
16917120,2017-01-01 01:14:00,1179-Trfc Collision-1141 Enrt,37.348629,-121.860378,75.0,400160,0.03522217327296211
16917133,2017-01-01 01:29:00,1179-Trfc Collision-1141 Enrt,37.38747,-121.983397,18.0,402366,0.362100732042456
16917172,2017-01-01 02:00:00,1183-Trfc Collision-Unkn Inj,37.347498,-121.840876,30.0,407165,0.6303948779685937
16917565,2017-01-01 08:44:00,1182-Trfc Collision-No Inj,37.273074,-121.946715,60.0,400436,0.1580514106644273
16917594,2017-01-01 09:09:00,1125-Traffic Hazard,37.410833,-122.075806,15.0,401937,0.12633657991639577
16917797,2017-01-01 12:29:00,1125-Traffic Hazard,37.328879,-121.870253,6.0,403402,0.06280383531221906
16917826,2017-01-01 12:53:00,1125-Traffic Hazard,37.321875,-121.89929,0.0,413877,0.04870712379162396
16917827,2017-01-01 12:48:00,1183-Trfc Collision-Unkn Inj,37.325669,-122.005172,11.0,400560,0.26943203109654634
16917878,2017-01-01 13:32:00,1125-Traffic Hazard,37.255231,-121.87777,9.0,400690,0.10591156772467182
16917994,2017-01-01 15:53:00,1125-Traffic Hazard,37.374689,-121.932211,3.0,400760,0.12849452243904846
16918006,2017-01-01 15:54:00,1125A-Animal Hazard,37.318826,-121.901998,3.0,402067,0.3900352679062979
16918021,2017-01-01 16:05:00,1125-Traffic Hazard,37.364009,-121.843453,6.0,407204,0.2953985922849724
16918066,2017-01-01 16:35:00,1182-Trfc Collision-No Inj,37.328643,-121.8703,34.0,403402,0.05571547670956487
16918080,2017-01-01 16:47:00,FIRE-Report of Fire,37.303185,-121.87808,1.0,400837,0.01937641638701232
16918082,2017-01-01 16:44:00,FIRE-Report of Fire,37.336563,-121.857256,78.0,401655,0.2135317475637591
16918089,2017-01-01 16:51:00,1183-Trfc Collision-Unkn Inj,37.338215,-121.854041,1.0,401403,0.06019158589980744
16918153,2017-01-01 17:34:00,1183-Trfc Collision-Unkn Inj,37.325168,-121.886239,59.0,401811,0.259348002276709
16918324,2017-01-01 19:36:00,CFIRE-Car Fire,37.321875,-121.89929,66.0,413877,0.04870712379162396
16918331,2017-01-01 19:42:00,1125-Traffic Hazard,37.274689,-121.863369,45.0,400457,0.232484458706229
16918332,2017-01-01 19:41:00,FIRE-Report of Fire,37.303185,-121.87808,1.0,400837,0.01937641638701232
16918412,2017-01-01 20:51:00,1182-Trfc Collision-No Inj,37.41987,-121.882108,10.0,407151,0.0966953359057557
16918458,2017-01-01 21:24:00,1182-Trfc Collision-No Inj,37.390098,-121.991977,87.0,400794,0.19635071717979183
16918502,2017-01-01 22:21:00,1125-Traffic Hazard,37.29893,-121.874966,3.0,400654,0.18593533762312336
16918642,2017-01-02 01:55:00,1179-Trfc Collision-1141 Enrt,37.332382,-122.055824,18.0,407344,0.1596599089627438
16918657,2017-01-02 02:33:00,1183-Trfc Collision-Unkn Inj,37.390456,-121.869559,66.0,407155,0.14828943623210009
16918658,2017-01-02 02:32:00,1183-Trfc Collision-Unkn Inj,37.364009,-121.843453,8.0,407204,0.2953985922849724
16918680,2017-01-02 03:47:00,FIRE-Report of Fire,37.362584,-121.842607,23.0,407202,0.2366620480982067
16918836,2017-01-02 07:39:00,1182-Trfc Collision-No Inj,37.408367,-122.068737,43.0,407332,0.1490204248312152
16918971,2017-01-02 09:36:00,1125-Traffic Hazard,37.317935,-121.980482,32.0,400414,0.3530918549185671
16918991,2017-01-02 09:49:00,1183-Trfc Collision-Unkn Inj,37.386661,-122.058806,47.0,407325,1.0833356616107566
16919019,2017-01-02 10:06:00,1125-Traffic Hazard,37.333542,-122.072739,0.0,401845,1.347817000648971
16919028,2017-01-02 10:12:00,1183-Trfc Collision-Unkn Inj,37.328677,-122.052233,480.0,404435,0.27759735212332326
16919065,2017-01-02 10:37:00,1125-Traffic Hazard,37.2916,-121.93686,65.0,400298,0.1953035458203846
16919217,2017-01-02 12:02:00,1182-Trfc Collision-No Inj,37.328879,-121.870253,24.0,403402,0.06280383531221906
16919227,2017-01-02 12:10:00,1183-Trfc Collision-Unkn Inj,37.42093,-122.09254,48.0,401507,1.7093207484875714
16919334,2017-01-02 13:04:00,1125-Traffic Hazard,37.333542,-122.072739,50.0,401845,1.347817000648971
16919354,2017-01-02 13:16:00,1183-Trfc Collision-Unkn Inj,37.250366,-121.926571,38.0,400772,0.1839303493961189
16919419,2017-01-02 13:42:00,1125-Traffic Hazard,37.332887,-122.054068,13.0,407344,0.16849189415781407
16919542,2017-01-02 16:32:00,1125-Traffic Hazard,37.337855,-122.059774,2.0,407373,0.02587157368590928
16919573,2017-01-02 16:45:00,1182-Trfc Collision-No Inj,37.2916,-121.93686,251.0,400298,0.1953035458203846
16919669,2017-01-02 17:36:00,1125-Traffic Hazard,37.388346,-121.867271,3.0,407155,0.49230613584808364
16919680,2017-01-02 17:42:00,1125-Traffic Hazard,37.392278,-121.999993,22.0,400790,0.21631596157558222
16919690,2017-01-02 17:45:00,1125-Traffic Hazard,37.362767,-121.887874,14.0,400109,0.17240501276104786
16919697,2017-01-02 17:48:00,1179-Trfc Collision-1141 Enrt,37.315018,-121.909068,34.0,414694,0.49163264611922536
16919755,2017-01-02 18:24:00,1125-Traffic Hazard,37.377356,-121.94544,2.0,400227,0.20621747772046561
16919810,2017-01-02 18:53:00,1183-Trfc Collision-Unkn Inj,37.339427,-121.852009,20.0,401403,0.3150034695391539
16919846,2017-01-02 19:16:00,WW-Wrong Way Driver,37.385401,-121.976136,1.0,401994,0.032281731366230394
16919918,2017-01-02 20:07:00,1182-Trfc Collision-No Inj,37.253118,-121.842124,24.0,400519,1.182477831866886
16919951,2017-01-02 20:43:00,1183-Trfc Collision-Unkn Inj,37.32351,-121.940596,3.0,400951,0.18238384295211182
16919966,2017-01-02 20:55:00,1183-Trfc Collision-Unkn Inj,37.355962,-121.868291,8.0,400668,0.17416533162448616
16919980,2017-01-02 21:07:00,1183-Trfc Collision-Unkn Inj,37.328706,-122.011004,67.0,400084,0.1315762087345097
16919981,2017-01-02 21:03:00,FIRE-Report of Fire,37.34365,-121.855732,5.0,401890,0.031091494303802227
16920013,2017-01-02 21:28:00,1125-Traffic Hazard,37.395264,-122.068669,4.0,407374,0.016881490751558894
16920147,2017-01-02 23:46:00,1179-Trfc Collision-1141 Enrt,37.34365,-121.855732,54.0,401890,0.031091494303802227
16920323,2017-01-03 05:01:00,FIRE-Report of Fire,37.34379,-121.84558,7.0,407165,0.034966409495877565
16920331,2017-01-03 05:10:00,1125-Traffic Hazard,37.346903,-121.90435,1.0,409524,0.364439117705985
16920553,2017-01-03 07:45:00,1125-Traffic Hazard,37.355117,-122.062086,22.0,402060,0.17417329004533802
16920570,2017-01-03 07:58:00,1183-Trfc Collision-Unkn Inj,37.250686,-121.91391,11.0,400148,0.15885977037904167
16920599,2017-01-03 08:07:00,1125-Traffic Hazard,37.410721,-121.992174,21.0,400970,0.472581701555131
16920651,2017-01-03 08:37:00,1125-Traffic Hazard,37.449548,-121.922134,20.0,401489,2.5152742741870657
16920698,2017-01-03 09:02:00,1125-Traffic Hazard,37.407517,-122.06628,1.0,401534,0.11122399399407072
16920699,2017-01-03 09:00:00,WW-Wrong Way Driver,37.407517,-122.06628,3.0,401534,0.11122399399407072
16920768,2017-01-03 09:47:00,CFIRE-Car Fire,37.34379,-121.84558,4.0,407165,0.034966409495877565
16920769,2017-01-03 09:46:00,CFIRE-Car Fire,37.329024,-121.841791,104.0,402359,0.08542941049238871
16920784,2017-01-03 09:58:00,1183-Trfc Collision-Unkn Inj,37.333611,-121.861477,1.0,401809,0.18357702037590176
16920786,2017-01-03 09:55:00,1183-Trfc Collision-Unkn Inj,37.333611,-121.861477,4.0,401809,0.18357702037590176
16920951,2017-01-03 11:28:00,BREAK-Traffic Break,37.27147,-121.86217,8.0,404451,0.1352869165732773
16920985,2017-01-03 11:41:00,1183-Trfc Collision-Unkn Inj,37.354903,-122.061761,34.0,402060,0.20688923123290884
16921015,2017-01-03 11:58:00,1125-Traffic Hazard,37.318318,-121.889539,4.0,400065,0.23408213097168776
16921044,2017-01-03 12:18:00,1125-Traffic Hazard,37.255561,-121.867149,5.0,400085,0.8392789935469378
16921046,2017-01-03 12:15:00,1125-Traffic Hazard,37.364009,-121.843453,4.0,407204,0.2953985922849724
16921047,2017-01-03 12:14:00,1183-Trfc Collision-Unkn Inj,37.382116,-121.904289,5.0,402121,0.20602233934259656
16921149,2017-01-03 13:07:00,1125-Traffic Hazard,37.390456,-121.869559,4.0,407155,0.14828943623210009
16921197,2017-01-03 13:34:00,1125-Traffic Hazard,37.451414,-121.893021,5.0,407184,2.8153898952100374
16921208,2017-01-03 13:40:00,1179-Trfc Collision-1141 Enrt,37.327499,-121.87808,45.0,400799,0.22084350339744457
16921254,2017-01-03 14:00:00,1125-Traffic Hazard,37.362767,-121.887874,3.0,400109,0.17240501276104786
16921281,2017-01-03 14:16:00,1125-Traffic Hazard,37.398429,-122.025851,9.0,401997,0.02559940132122322
16921313,2017-01-03 14:28:00,1125-Traffic Hazard,37.317935,-121.980482,2.0,400414,0.3530918549185671
16921386,2017-01-03 15:02:00,1182-Trfc Collision-No Inj,37.37662,-121.941589,13.0,400964,0.0934080663860528
16921433,2017-01-03 15:23:00,1183-Trfc Collision-Unkn Inj,37.363825,-121.900962,0.0,400001,0.03554929885403326
16921444,2017-01-03 15:26:00,1183-Trfc Collision-Unkn Inj,37.3427,-121.901165,132.0,402117,0.2071917805509334
16921446,2017-01-03 15:24:00,1125-Traffic Hazard,37.412769,-121.984285,3.0,400970,1.377281863139346
16921460,2017-01-03 15:30:00,1182-Trfc Collision-No Inj,37.363825,-121.900962,48.0,400001,0.03554929885403326
16921631,2017-01-03 16:47:00,1125-Traffic Hazard,37.322667,-121.835429,187.0,402359,1.078395991576724
16921640,2017-01-03 16:53:00,1183-Trfc Collision-Unkn Inj,37.419004,-121.961129,16.0,400567,0.18798671749151147
16921643,2017-01-03 16:46:00,1182-Trfc Collision-No Inj,37.317837,-121.978122,8.0,400414,0.09187327242485886
16921712,2017-01-03 17:17:00,20002-Hit and Run No Injuries,37.395264,-122.068669,8.0,407374,0.016881490751558894
16921714,2017-01-03 17:15:00,1179-Trfc Collision-1141 Enrt,37.325168,-121.886239,428.0,401811,0.259348002276709
16921716,2017-01-03 17:12:00,1179-Trfc Collision-1141 Enrt,37.325168,-121.886239,46.0,401811,0.259348002276709
16921742,2017-01-03 17:29:00,1183-Trfc Collision-Unkn Inj,37.255786,-121.873073,13.0,400085,0.18295254901890076
16921773,2017-01-03 17:34:00,1179-Trfc Collision-1141 Enrt,37.385775,-121.9767,64.0,400069,0.0880432240324666
16921806,2017-01-03 17:43:00,20002-Hit and Run No Injuries,37.332986,-121.938168,,400723,0.2178979477284034
16921822,2017-01-03 17:10:00,1182-Trfc Collision-No Inj,37.419297,-121.955869,41.0,400104,0.04321550898834749
16921834,2017-01-03 17:58:00,1125A-Animal Hazard,37.363982,-121.9018,1.0,400001,0.07315986338052405
16921849,2017-01-03 18:01:00,1183-Trfc Collision-Unkn Inj,37.408208,-122.003766,77.0,400687,0.31595743959215233
16921851,2017-01-03 17:59:00,1183-Trfc Collision-Unkn Inj,37.408208,-122.003766,15.0,400687,0.31595743959215233
16921864,2017-01-03 18:09:00,1125-Traffic Hazard,37.349079,-121.908236,10.0,409524,0.1302197009756496
16921865,2017-01-03 18:07:00,1125-Traffic Hazard,37.349079,-121.908236,12.0,409524,0.1302197009756496
16921867,2017-01-03 18:03:00,1179-Trfc Collision-1141 Enrt,37.253118,-121.842124,37.0,400519,1.182477831866886
16921978,2017-01-03 18:45:00,FLOOD-Roadway Flooding,37.317935,-121.980482,54.0,400414,0.3530918549185671
16921979,2017-01-03 18:44:00,1125-Traffic Hazard,37.318826,-121.901998,15.0,402067,0.3900352679062979
16921989,2017-01-03 18:52:00,1125-Traffic Hazard,37.325981,-122.05086,104.0,404435,0.06782681317139663
16921992,2017-01-03 18:48:00,1125-Traffic Hazard,37.325981,-122.05086,29.0,404435,0.06782681317139663
16922011,2017-01-03 18:59:00,1125-Traffic Hazard,37.334223,-122.03763,35.0,400823,0.8346139897430105
16922104,2017-01-03 19:45:00,1183-Trfc Collision-Unkn Inj,37.410833,-122.075806,184.0,401937,0.12633657991639577
16922105,2017-01-03 19:44:00,1183-Trfc Collision-Unkn Inj,37.42093,-122.09254,6.0,401507,1.7093207484875714
16922141,2017-01-03 20:07:00,FLOOD-Roadway Flooding,37.317935,-121.980482,11.0,400414,0.3530918549185671
16922160,2017-01-03 20:16:00,1183-Trfc Collision-Unkn Inj,37.317268,-121.939301,2.0,407710,0.06024192016328301
16922206,2017-01-03 20:41:00,1125-Traffic Hazard,37.333628,-122.063462,7.0,401845,0.3321322553990761
16922243,2017-01-03 21:12:00,1125-Traffic Hazard,37.333628,-122.063462,2.0,401845,0.3321322553990761
16922255,2017-01-03 21:19:00,20002-Hit and Run No Injuries,37.317202,-121.94032,44.0,407711,0.13213518512889452
16922301,2017-01-03 21:49:00,1183-Trfc Collision-Unkn Inj,37.355962,-121.868291,2.0,400668,0.17416533162448616
16922313,2017-01-03 22:03:00,1182-Trfc Collision-No Inj,37.317021,-121.931206,43.0,405701,0.7464973152058145
16922314,2017-01-03 22:01:00,1179-Trfc Collision-1141 Enrt,37.316435,-121.9683,18.0,400292,0.4165200567962234
16922330,2017-01-03 22:13:00,1183-Trfc Collision-Unkn Inj,37.325168,-121.886239,21.0,401811,0.259348002276709
16922346,2017-01-03 22:28:00,1183-Trfc Collision-Unkn Inj,37.274485,-122.002646,46.0,400222,0.24957075701272421
16922518,2017-01-04 01:02:00,FLOOD-Roadway Flooding,37.328413,-122.009901,77.0,400084,0.25662683883191123
16922760,2017-01-04 06:01:00,1183-Trfc Collision-Unkn Inj,37.367433,-121.900983,36.0,400971,0.14268163828956779
16922761,2017-01-04 05:59:00,1183-Trfc Collision-Unkn Inj,37.367433,-121.900983,34.0,400971,0.14268163828956779
16922867,2017-01-04 06:56:00,1183-Trfc Collision-Unkn Inj,37.325265,-122.003762,46.0,400560,0.107625190159273
16922890,2017-01-04 07:07:00,1125-Traffic Hazard,37.303185,-121.87808,7.0,400837,0.01937641638701232
16922891,2017-01-04 07:03:00,1125-Traffic Hazard,37.337855,-122.059774,11.0,407373,0.02587157368590928
16922944,2017-01-04 07:36:00,1125-Traffic Hazard,37.410833,-122.075806,23.0,401937,0.12633657991639577
16922956,2017-01-04 07:49:00,1183-Trfc Collision-Unkn Inj,37.421532,-121.934662,39.0,400873,0.24023510773587534
16922957,2017-01-04 07:46:00,1183-Trfc Collision-Unkn Inj,37.421532,-121.934662,42.0,400873,0.24023510773587534
16923063,2017-01-04 08:36:00,1125-Traffic Hazard,37.408367,-122.068737,13.0,407332,0.1490204248312152
16923064,2017-01-04 08:33:00,1125-Traffic Hazard,37.408367,-122.068737,23.0,407332,0.1490204248312152
16923100,2017-01-04 08:48:00,1125A-Animal Hazard,37.325168,-121.886239,143.0,401811,0.259348002276709
16923110,2017-01-04 08:55:00,1125-Traffic Hazard,37.383712,-121.969503,12.0,400353,0.23210994459166218
16923111,2017-01-04 08:54:00,1125-Traffic Hazard,37.383712,-121.969503,1.0,400353,0.23210994459166218
16923112,2017-01-04 08:51:00,1125A-Animal Hazard,37.360292,-121.905047,7.0,400030,0.21279328237991407
16923120,2017-01-04 09:02:00,1183-Trfc Collision-Unkn Inj,37.29049,-121.871134,40.0,400257,0.15471863123140983
16923123,2017-01-04 08:57:00,1182-Trfc Collision-No Inj,37.259742,-121.858617,167.0,400842,0.24281343239792244
16923208,2017-01-04 09:49:00,CFIRE-Car Fire,37.387211,-121.981721,49.0,400246,0.2612318675062148
16923209,2017-01-04 09:48:00,CFIRE-Car Fire,37.387211,-121.981721,91.0,400246,0.2612318675062148
16923210,2017-01-04 09:44:00,1125-Traffic Hazard,37.441703,-121.889973,1.0,407184,1.6861613373647182
16923430,2017-01-04 11:43:00,1125-Traffic Hazard,37.316435,-121.9683,2.0,400292,0.4165200567962234
16923460,2017-01-04 11:54:00,1182-Trfc Collision-No Inj,37.419004,-121.961129,9.0,400567,0.18798671749151147
16923494,2017-01-04 12:21:00,1125-Traffic Hazard,37.378128,-122.067512,23.0,407328,0.10117581499990388
16923531,2017-01-04 12:39:00,1125-Traffic Hazard,37.401472,-122.038873,21.0,404522,0.31284118775778963
16923538,2017-01-04 12:47:00,1125-Traffic Hazard,37.390098,-121.991977,12.0,400794,0.19635071717979183
16923562,2017-01-04 12:56:00,1125-Traffic Hazard,37.336621,-121.933604,1.0,400057,0.27717846872568236
16923563,2017-01-04 12:55:00,1125-Traffic Hazard,37.347807,-121.919415,28.0,400508,0.06362198146031856
16923642,2017-01-04 13:31:00,1183-Trfc Collision-Unkn Inj,37.3427,-121.901165,5.0,402117,0.2071917805509334
16923722,2017-01-04 14:11:00,1125-Traffic Hazard,37.317021,-121.931206,5.0,405701,0.7464973152058145
16923750,2017-01-04 14:22:00,1125-Traffic Hazard,37.371185,-121.849144,5.0,407180,0.2587282377805904
16923778,2017-01-04 14:37:00,1179-Trfc Collision-1141 Enrt,37.366436,-121.901034,25.0,400122,0.03460993527892003
16923809,2017-01-04 14:44:00,1125-Traffic Hazard,37.250657,-121.928227,24.0,400336,0.004172478040788438
16923863,2017-01-04 15:12:00,1125-Traffic Hazard,37.390098,-121.991977,6.0,400794,0.19635071717979183
16923864,2017-01-04 15:10:00,1125-Traffic Hazard,37.390098,-121.991977,3.0,400794,0.19635071717979183
16924068,2017-01-04 16:38:00,1182-Trfc Collision-No Inj,37.378154,-121.903545,30.0,402121,0.24219009594933721
16924089,2017-01-04 16:40:00,1183-Trfc Collision-Unkn Inj,37.29893,-121.874966,0.0,400654,0.18593533762312336
16924112,2017-01-04 16:54:00,1125-Traffic Hazard,37.425645,-122.098435,20.0,401507,2.543881329118818
16924113,2017-01-04 16:53:00,1125-Traffic Hazard,37.425645,-122.098435,108.0,401507,2.543881329118818
16924116,2017-01-04 16:49:00,1125-Traffic Hazard,37.333563,-121.896734,1.0,402057,0.3281826270318034
16924123,2017-01-04 16:56:00,BREAK-Traffic Break,37.435803,-121.919092,7.0,401489,0.9529813124448172
16924227,2017-01-04 17:38:00,1182-Trfc Collision-No Inj,37.362767,-121.887874,28.0,400109,0.17240501276104786
16924229,2017-01-04 17:36:00,1179-Trfc Collision-1141 Enrt,37.317202,-121.94032,63.0,407711,0.13213518512889452
16924276,2017-01-04 17:50:00,1183-Trfc Collision-Unkn Inj,37.292202,-121.93737,86.0,400298,0.10847977242750202
16924303,2017-01-04 18:00:00,1179-Trfc Collision-1141 Enrt,37.418718,-121.970433,38.0,400096,0.24850530168454266
16924304,2017-01-04 17:59:00,1179-Trfc Collision-1141 Enrt,37.418718,-121.970433,112.0,400096,0.24850530168454266
16924320,2017-01-04 18:04:00,FIRE-Report of Fire,37.341422,-121.85358,1.0,400400,0.15314432302013564
16924332,2017-01-04 18:14:00,1183-Trfc Collision-Unkn Inj,37.292202,-121.93737,26.0,400298,0.10847977242750202
16924347,2017-01-04 18:16:00,1183-Trfc Collision-Unkn Inj,37.325981,-122.05086,284.0,404435,0.06782681317139663
16924348,2017-01-04 18:15:00,1183-Trfc Collision-Unkn Inj,37.325981,-122.05086,73.0,404435,0.06782681317139663
16924438,2017-01-04 18:49:00,1182-Trfc Collision-No Inj,37.29049,-121.871134,1.0,400257,0.15471863123140983
16924447,2017-01-04 18:57:00,1125A-Animal Hazard,37.329688,-121.842015,63.0,402359,0.010628793393024211
16924483,2017-01-04 19:19:00,1125-Traffic Hazard,37.324492,-121.889529,33.0,413878,0.10410811840021823
16924527,2017-01-04 19:41:00,1179-Trfc Collision-1141 Enrt,37.40399,-121.877315,14.0,407174,0.37049804739542463
16924547,2017-01-04 19:49:00,CZP-Assist with Construction,37.356888,-121.869014,0.0,400668,0.3002346458907809
16924564,2017-01-04 20:04:00,1183-Trfc Collision-Unkn Inj,37.334223,-122.03763,23.0,400823,0.8346139897430105
16924565,2017-01-04 20:01:00,1182-Trfc Collision-No Inj,37.362028,-121.903556,4.0,400479,0.059563266078696574
16924612,2017-01-04 20:39:00,1125-Traffic Hazard,37.413077,-122.081123,2.0,401507,0.18134342826888614
16924640,2017-01-04 21:07:00,1125-Traffic Hazard,37.254298,-121.880247,25.0,400461,0.15706358797918546
16924654,2017-01-04 21:18:00,1183-Trfc Collision-Unkn Inj,37.330104,-121.867671,2.0,403402,0.3793713207410859
16924671,2017-01-04 21:25:00,1183-Trfc Collision-Unkn Inj,37.328677,-122.052233,61.0,404435,0.27759735212332326
16924710,2017-01-04 21:55:00,1183-Trfc Collision-Unkn Inj,37.327368,-121.894047,2.0,402056,0.2497527626521385
16924734,2017-01-04 22:15:00,1183-Trfc Collision-Unkn Inj,37.325168,-121.886239,34.0,401811,0.259348002276709
16924743,2017-01-04 22:27:00,1183-Trfc Collision-Unkn Inj,37.303185,-121.87808,30.0,400837,0.01937641638701232
16924744,2017-01-04 22:26:00,1183-Trfc Collision-Unkn Inj,37.248173,-121.831288,21.0,400519,2.4886809947917836
16924745,2017-01-04 22:25:00,1183-Trfc Collision-Unkn Inj,37.29893,-121.874966,21.0,400654,0.18593533762312336
16924778,2017-01-04 22:52:00,1125-Traffic Hazard,37.328413,-122.009901,4.0,400084,0.25662683883191123
16924839,2017-01-04 23:52:00,1125-Traffic Hazard,37.356888,-121.869014,1.0,400668,0.3002346458907809
16924848,2017-01-04 23:55:00,1183-Trfc Collision-Unkn Inj,37.362767,-121.887874,20.0,400109,0.17240501276104786
16924853,2017-01-05 00:01:00,1183-Trfc Collision-Unkn Inj,37.346961,-121.858883,2.0,400160,0.2471638024404555
16924854,2017-01-05 00:00:00,1183-Trfc Collision-Unkn Inj,37.278514,-121.864495,33.0,401457,0.11564910964646723
16924891,2017-01-05 00:30:00,DOT-Request CalTrans Notify,37.407517,-122.06628,1.0,401534,0.11122399399407072
16924900,2017-01-05 00:42:00,1183-Trfc Collision-Unkn Inj,37.344547,-121.856945,2.0,401891,0.18886368665189737
16925205,2017-01-05 06:44:00,20002-Hit and Run No Injuries,37.354805,-121.866671,0.0,400668,0.04797987037338265
16925216,2017-01-05 06:45:00,20002-Hit and Run No Injuries,37.354805,-121.866671,12.0,400668,0.04797987037338265
16925240,2017-01-05 07:00:00,1183-Trfc Collision-Unkn Inj,37.248259,-121.832185,41.0,400519,2.391303347948602
16925253,2017-01-05 07:08:00,BREAK-Traffic Break,37.405339,-122.056326,18.0,402373,0.0019385316607123417
16925254,2017-01-05 07:07:00,1125-Traffic Hazard,37.405339,-122.056326,32.0,402373,0.0019385316607123417
16925255,2017-01-05 07:04:00,1183-Trfc Collision-Unkn Inj,37.401472,-122.038873,28.0,404522,0.31284118775778963
16925256,2017-01-05 07:03:00,1183-Trfc Collision-Unkn Inj,37.401472,-122.038873,3.0,404522,0.31284118775778963
16925278,2017-01-05 07:17:00,1183-Trfc Collision-Unkn Inj,37.398429,-122.025851,81.0,401997,0.02559940132122322
16925294,2017-01-05 07:33:00,DOT-Request CalTrans Notify,37.407798,-122.067561,319.0,407332,0.22902595327570258
16925329,2017-01-05 07:47:00,20002-Hit and Run No Injuries,37.380493,-121.959021,36.0,400895,0.1977739988588765
16925330,2017-01-05 07:45:00,20002-Hit and Run No Injuries,37.380493,-121.959021,25.0,400895,0.1977739988588765
16925387,2017-01-05 08:10:00,1125-Traffic Hazard,37.321122,-121.899889,30.0,402067,0.044559138558253365
16925421,2017-01-05 08:26:00,1183-Trfc Collision-Unkn Inj,37.393074,-122.002049,65.0,402368,0.37052724434238293
16925473,2017-01-05 08:48:00,1125-Traffic Hazard,37.327743,-121.878188,10.0,400799,0.22857530640193982
16925512,2017-01-05 09:09:00,1125-Traffic Hazard,37.383691,-121.970146,4.0,400353,0.3007845221685538
16925590,2017-01-05 09:48:00,1182-Trfc Collision-No Inj,37.328413,-122.009901,2.0,400084,0.25662683883191123
16925604,2017-01-05 09:57:00,1125-Traffic Hazard,37.363445,-121.89722,4.0,400922,0.25791265022439913
16925605,2017-01-05 09:54:00,1182-Trfc Collision-No Inj,37.38472,-122.068226,37.0,407348,0.05374108302788673
16925629,2017-01-05 10:09:00,1183-Trfc Collision-Unkn Inj,37.332535,-122.05571,6.0,407344,0.16145387850719287
16925637,2017-01-05 10:19:00,1183-Trfc Collision-Unkn Inj,37.354903,-122.061761,0.0,402060,0.20688923123290884
16925638,2017-01-05 10:18:00,1183-Trfc Collision-Unkn Inj,37.354903,-122.061761,16.0,402060,0.20688923123290884
16925748,2017-01-05 11:13:00,1125-Traffic Hazard,37.407044,-122.063148,39.0,401936,0.22378679140699975
16925757,2017-01-05 11:17:00,1125-Traffic Hazard,37.321875,-121.89929,67.0,413877,0.04870712379162396
16925831,2017-01-05 11:49:00,1125-Traffic Hazard,37.405339,-122.056326,1.0,402373,0.0019385316607123417
16925914,2017-01-05 12:26:00,1179-Trfc Collision-1141 Enrt,37.316881,-121.88896,32.0,400065,0.4060227971458343
16925925,2017-01-05 12:36:00,1182-Trfc Collision-No Inj,37.364215,-121.901491,1.0,400001,0.040612046782998575
16925934,2017-01-05 12:38:00,1125-Traffic Hazard,37.407517,-122.06628,12.0,401534,0.11122399399407072
16925966,2017-01-05 12:54:00,ANIMAL-Live or Dead Animal,37.322561,-121.835686,3.0,402359,1.067742372178654
16926000,2017-01-05 13:08:00,1182-Trfc Collision-No Inj,37.334491,-122.02793,32.0,400823,0.24357672164103375
16926068,2017-01-05 13:44:00,1125-Traffic Hazard,37.434069,-121.891547,110.0,407184,1.0490067141811086
16926121,2017-01-05 14:11:00,1182-Trfc Collision-No Inj,37.2916,-121.93686,24.0,400298,0.1953035458203846
16926184,2017-01-05 14:39:00,1125-Traffic Hazard,37.314034,-121.827058,3.0,402359,2.413129716905931
16926319,2017-01-05 15:38:00,1166-Defective Traffic Signals,37.318938,-121.992177,14.0,400429,0.1232149998978755
16926347,2017-01-05 15:59:00,1183-Trfc Collision-Unkn Inj,37.327499,-121.87808,43.0,400799,0.22084350339744457
16926348,2017-01-05 15:57:00,1183-Trfc Collision-Unkn Inj,37.327499,-121.87808,47.0,400799,0.22084350339744457
16926372,2017-01-05 16:08:00,1125-Traffic Hazard,37.381356,-121.859781,1.0,407207,0.24764428370746502
16926373,2017-01-05 16:05:00,FIRE-Report of Fire,37.344547,-121.856945,232.0,401891,0.18886368665189737
16926374,2017-01-05 16:04:00,1125-Traffic Hazard,37.381356,-121.859781,11.0,407207,0.24764428370746502
16926551,2017-01-05 17:27:00,1125-Traffic Hazard,37.383712,-121.969503,0.0,400353,0.23210994459166218
16926580,2017-01-05 17:32:00,1182-Trfc Collision-No Inj,37.253013,-121.94371,42.0,400017,0.19470931410794454
16926593,2017-01-05 17:42:00,1183-Trfc Collision-Unkn Inj,37.292202,-121.93737,64.0,400298,0.10847977242750202
16926609,2017-01-05 17:44:00,1183-Trfc Collision-Unkn Inj,37.317202,-121.94032,4.0,407711,0.13213518512889452
16926611,2017-01-05 17:11:00,1182-Trfc Collision-No Inj,37.255651,-121.863985,35.0,401555,0.5551113995191671
16926622,2017-01-05 17:51:00,1183-Trfc Collision-Unkn Inj,37.356165,-121.909423,25.0,401440,0.10051980064654162
16926624,2017-01-05 17:49:00,1182-Trfc Collision-No Inj,37.363982,-121.9018,3.0,400001,0.07315986338052405
